Components,Pressure_kPa,Temperature_C,Speed_mms,Cells (e6/ml),Needle_um,Has_Cells,num_components,contains_alginate,contains_gelatin,contains_pcl,contains_gelatin_methacrylated,contains_hydroxyapatite,contains_hyaluronic_acid,contains_pluronic_f127,contains_plga,contains_methylcellulose,contains_beta_tricalcium_phosphate,contains_chitosan,contains_fibrinogen,contains_carbopol,contains_polypropylene_fumarate_ppf,contains_diethyl_fumarate_def,contains_diclofenac_sodium,contains_lactose,contains_polyplasdone,contains_gellan_gum,contains_laponite,contains_glycerol,contains_pegda,contains_collagen,contains_hyaluronic_acid_methacrylated,contains_hydroxypropyl_methylcellulose,alginate_conc,gelatin_conc,pcl_conc,gelatin_methacrylated_conc,hydroxyapatite_conc,hyaluronic_acid_conc,pluronic_f127_conc,plga_conc,methylcellulose_conc,beta_tricalcium_phosphate_conc,chitosan_conc,fibrinogen_conc,carbopol_conc,polypropylene_fumarate_ppf_conc,diethyl_fumarate_def_conc,diclofenac_sodium_conc,lactose_conc,polyplasdone_conc,gellan_gum_conc,laponite_conc,glycerol_conc,pegda_conc,collagen_conc,hyaluronic_acid_methacrylated_conc,hydroxypropyl_methylcellulose_conc,dominant_material_type,total_solid_content,has_synthetic_polymer,has_natural_polymer,volumetric_flow_rate,wall_shear_rate,specific_pressure,throughput_capacity,temp_stress,shear_stress_risk,resolution_capability,is_synthetic,data_origin,parent_real_id
PCL [70 wt%] Hydroxyapatite [15 wt%] Beta Tricalcium Phosphate [15 wt%] ,595.0966944668787,157.53370953099306,0.7,,417.0726612800178,0,3.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,70.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,9.563379008650327e-05,13.426916514389356,6222596.336841475,117670.0,1.0,0.0,0.002439024384295,1,perturbation,24.0
Diclofenac Sodium [50 wt%] Lactose [30 wt%] Polyplasdone [2 wt%] Carbopol [1 wt%] ,54.926794119319155,25.706680192646836,9.976548307951717,,414.57345260123975,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,83.0,1,0,0.0013467071564669643,192.51687031685395,40785.96677057146,1600000.0,0.0,0.0,0.00249999999375,1,perturbation,759.0
Agarose [2 wt%] ,207.98353230647672,35.06984551891785,7.87053810622629,Bone Marrow Derived Mesenchymal Stem Cells (20),399.2587663810242,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,2.0,0,0,0.0009853788319074607,157.7029927264577,211069.40244947994,1255995.2,0.0,0.0,0.00249999999375,1,perturbation,372.0
Alginate [3.5 wt%] ,49.77034372318532,26.159595605372242,3.997494455192564,Primary Porcine Cartilage Chondrocytes (5),292.8174544611489,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.5,0,1,0.0002691979034019148,109.21463837185796,184883.15923366908,384400.0,0.0,0.0,0.003225806441207,1,perturbation,396.0
Collagen Methacrylated [2.34 wt%] ,620.6063366734313,15.0,23.75,Human Coronary Artery Endothelial Cells (1),220.00000000000003,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.34,0,1,0.000902815188825367,863.6361570969742,687411.61750864,1140000.0,0.0,1.0,0.004999999975,1,perturbation,336.0
Gelatin Carbohydrazide [6 wt%] ,11.664910691879575,37.0,7.955906532975671,Human Mesenchymal Stem Cells (10),211.48263842380368,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,6.0,0,1,0.0002794660094601778,300.95725872688075,41739.84870132497,330750.0,0.0,0.0,0.004761904739229,1,perturbation,671.0
PCL [100 wt%] ,722.0613689868926,76.81666734120438,5.171079854576702,,527.4122391274132,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.0011297218626798848,78.43700818736541,639149.1159823452,1250000.0,1.0,0.0,0.001999999996,1,perturbation,279.0
PDMS [100 wt%] ,144.64819601938993,24.416991532596292,1.049547238714697,,428.1609122651928,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.00015111441906449295,19.610331996197253,957203.420503748,160000.0,0.0,0.0,0.00249999999375,1,perturbation,768.0
Gelatin [5 wt%] ,97.75640810755468,25.701032021921687,9.769741984107673,,200.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,5.0,0,1,0.0003069254964474044,390.78955497212814,318501.0393011358,256000.0,0.0,0.0,0.0062499999609375,1,perturbation,622.0
PCL [100 wt%] ,504.5825714340822,70.87049301870458,5.967312536643364,,273.4853764939982,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00035053943654041067,174.55593041986273,1439441.8413292337,558150.0,1.0,0.0,0.0032786885138403,1,perturbation,558.0
Gelatin Methacrylated [6 wt%] Gelatin [3.6 wt%] ,355.3789836664847,26.74911134491988,8.240184389932965,Human Dermal Fibroblasts (1),206.14551683270653,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,9.6,0,1,0.00027502653679429824,319.78117676343885,1292157.8246627857,352800.0,0.0,0.0,0.004761904739229,1,perturbation,690.0
Gelatin [5 wt%] Alginate [4 wt%] Cellulose Nanofibrils [0.25 wt%] Bioactive Glass [1 wt%] ,213.86316708338603,25.545247216985878,25.0,,249.787478543567,0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.25,0,1,0.0012250990926089055,800.6805164451938,174567.91357182487,3887000.0,0.0,0.0,0.0038461538313609,1,perturbation,547.0
Alginate [2.5 wt%] ,9.536847292967337,15.0,23.2121080121098,Primary Embryonic Chick Chondrocytes (5.68),226.67923426244658,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.5,0,1,0.0009367591372536112,819.2052708429293,10180.671565431274,1000000.0,0.0,0.0,0.004999999975,1,perturbation,197.0
Gelatin [5 wt%] Alginate [4 wt%] Cellulose Nanofibrils [0.25 wt%] Bioactive Glass [1 wt%] ,222.8748356583398,27.179410305744582,23.75,Human Bone Marrow-derived Mesenchymal Stem Cells (5),285.2505014357297,1,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.25,0,1,0.001517771272116492,666.081139903652,146843.39657065083,3616600.0,0.0,0.0,0.0038461538313609,1,perturbation,553.0
E-Shell 300 [70 wt%] Hydroxyapatite [30 wt%] ,110.51166957423266,22.606430392515012,12.457908796671218,,405.0650710706596,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,0.0016054050297459894,246.042608145331,68837.2084859542,1920000.0,0.0,0.0,0.00249999999375,1,perturbation,478.0
Pluronic F127 [30 wt%] ,158.03534432810875,26.09946286592922,6.102620250721397,,395.2738641226713,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,0,0,0.0007488630905102118,123.51173306409427,211033.41224498695,960000.0,0.0,0.0,0.00249999999375,1,perturbation,601.0
Alginate [3 wt%] Acrylamide [wt%] ,29.116313382362122,24.576959455840207,12.561798824551515,,258.17207705100924,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.0,0,1,0.0006575976504862607,389.25346564524443,44276.723136265704,857627.6799999998,0.0,0.0,0.0038461538313609,1,perturbation,579.0
Gelatin Methacrylated [7.5 wt%] ,77.45546862887953,21.125703947223332,5.843629777397083,Primary Adult Human Dermal Fibroblasts (2),402.1769029742709,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,7.5,0,1,0.0007423467742120592,116.23998306069794,104338.52073051893,960000.0,0.0,0.0,0.00249999999375,1,perturbation,69.0
Gelatin [5 wt%] Carboxymethyl Cellulose [5 wt%] Hydroxyapatite [10 wt%] ,37.110232882009775,22.751570162446704,12.480613822709156,,390.6268543880002,0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,20.0,0,1,0.0014957190310356874,255.60174676803842,24810.948648132624,2101250.0,0.0,0.0,0.002439024384295,1,perturbation,504.0
PCL [50 wt%] pHMGCL [50 wt%] ,502.83649437158573,150.00275360050858,3.998659042109702,,237.176891560997,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00017666438318837777,134.8751390607788,2846264.985797544,281666.892,1.0,0.0,0.0038461538313609,1,perturbation,109.0
Gelatin [10 wt%] Alginate [2 wt%] ,236.61005298407449,37.0,2.097172628035645,Human Mesenchymal Stem Cells (10),223.90527750166464,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,12.0,0,1,8.257578716483546e-05,74.93069125241728,2865333.72280234,88200.0,1.0,0.0,0.004761904739229,1,perturbation,381.0
Alginate [3.5 wt%] ,47.42430742242186,24.60148207163926,4.059029595768875,Primary Porcine Cartilage Chondrocytes (5),281.3638755685218,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.5,0,1,0.00025237641918537555,115.41010013528572,187910.26382430788,384400.0,0.0,0.0,0.003225806441207,1,perturbation,396.0
Alginate [4 wt%] Beta Tricalcium Phosphate [8 wt%] ,49.94466978613817,36.21285157482926,1.4852080415403783,BEL-7402 Adenocarcinoma Cells (1),262.77912970412484,1,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,12.0,0,1,8.05487700540666e-05,45.215396969623235,620047.3291558041,101400.0,0.0,0.0,0.0038461538313609,1,perturbation,408.0
Gelatin Methacrylated [7.5 wt%] Gellan Gum [0.1 wt%] ,193.81884643136897,23.909995630905733,1.7171280826839017,,200.75438449548477,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,7.6,0,1,5.4352891194054735e-05,68.42700034907342,3565868.8306122413,73647.0,0.0,0.0,0.004761904739229,1,perturbation,350.0
Gelatin Methacrylated [10 wt%] ,298.6476770871354,15.0,0.7,,200.0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,10.0,0,1,2.1991148575128552e-05,27.999991087326016,13579740.790987708,22047.795,0.0,0.0,0.004761904739229,1,perturbation,533.0
Alginate [10 mg/ml] Alginate Methacrylated [6 mg/ml] Chondroitin Sulfate Methacrylated [6 mg/ml] Gelatin Methacrylated [6 mg/ml] ,99.60548089851584,15.0,25.0,,271.1723286921897,0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,28.0,0,1,0.0014438451930041242,737.5382857970528,68986.21292291023,3380000.0,0.0,0.0,0.0038461538313609,1,perturbation,500.0
Alginate [15 wt%] Hydroxyapatite [8 wt%] ,756.9999999999993,25.452917933665866,8.282955636412636,,265.98678255532326,0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,23.0,0,1,0.00046025162333514333,249.12379287405264,1644748.9087938836,608400.0,0.0,1.0,0.0038461538313609,1,perturbation,788.0
Polypropylene fumarate (PPF) [90 wt%] Diethyl fumarate (DEF) [10 wt%] ,733.8550504968512,35.85025100761548,0.7,,424.83258732727614,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,100.0,0,0,9.922556175783091e-05,13.18166256794786,7395752.079850088,16810.0,0.0,0.0,0.002439024384295,1,perturbation,706.0
Pluronic F127 [30 wt%] ,48.591746275613055,24.472648559747864,4.80760425446972,,600.0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,30.0,0,0,0.0013593180786488196,64.10138930388865,35747.122981540044,5724500.0,0.0,0.0,0.0009345794383788,1,perturbation,420.0
Alginate [3 wt%] ,13.378472703833141,36.0148297480367,16.40793090113317,Human-adipose tissue derived Mesenchymal Stem Cells (5),220.00000000000003,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.0,0,1,0.000623719125673268,596.651890078625,21449.480549295873,697400.4,0.0,0.0,0.004999999975,1,perturbation,556.0
PCL [100 wt%] ,509.77917024795096,158.10069195301134,4.34966477950103,,268.85496709887417,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00024693451563041096,129.42782516478405,2064422.2397354085,281668.92,1.0,0.0,0.0038461538313609,1,perturbation,110.0
Gelatin [20 wt%] Alginate [2 wt%] Beta Tricalcium Phosphate [15 wt%] ,180.40020062821657,40.30216454692834,16.60595223910409,,260.0318681728161,0,3.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,37.0,0,1,0.0008818745675753029,510.8896828912633,204564.23475278137,1183000.0,1.0,0.0,0.0038461538313609,1,perturbation,208.0
Strontium Iron Hydroxyapatite Nanoparticles [20 wt%] PCL [25 wt%] ,373.5435603611693,24.710804807443484,8.525076797081294,,314.8704650219245,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ceramic,45.0,1,0,0.0006638225976247273,216.5989395308961,562715.0973508189,819200.0,0.0,0.0,0.0031249999902343,1,perturbation,741.0
Alginate [0.01 wt%] Clay [0.25 wt%] ,154.5216153364407,25.336609252658743,14.636623021615806,,264.83633579704195,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,0.26,0,1,0.000806280041832213,442.1333189352304,191647.33798689098,1014000.0,0.0,0.0,0.0038461538313609,1,perturbation,438.0
Gelatin Methacrylated [15 wt%] ,199.9697336335811,15.74316248527585,10.465303657483098,Primary Sheep Chondrocytes (10),200.0,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.000328777210879353,418.61201305098166,608220.7610374797,441000.0,0.0,0.0,0.004761904739229,1,perturbation,177.0
Diclofenac Sodium [50 wt%] Lactose [30 wt%] Polyplasdone [8 wt%] Carbopol [1 wt%] ,65.69361685111487,24.854704205285735,10.345251509457905,,401.9703919603505,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,89.0,1,0,0.0013128619619234192,205.89080809468967,50038.44175394359,1600000.0,0.0,0.0,0.00249999999375,1,perturbation,761.0
Gelatin Methacrylated [15 wt%] ,96.57543139232514,24.454476154492795,18.526603533302392,Human Dermal Fibroblasts (5),235.08534688128304,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,15.0,0,1,0.0008041495236234128,630.463791905604,120096.21153657525,882000.0,0.0,0.0,0.004761904739229,1,perturbation,424.0
Alginate [3 wt%] ,20.13152421813541,19.652817095670457,8.304078321019901,,204.44040938035891,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,3.0,0,1,0.00027259306440197194,324.9485117522358,73851.66020507738,320000.0,0.0,0.0,0.004999999975,1,perturbation,327.0
PCL [100 wt%] ,528.0226687256185,160.0,12.198784307050577,,308.69338560494936,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.0009129796168607486,316.13980266194284,578350.3603189361,1153200.0,1.0,0.0,0.003225806441207,1,perturbation,10.0
Hyaluronic Acid [2 wt%] Methylcellulose [5 wt%] ,161.85521629680835,23.33941034240269,2.9369011315380376,,317.25246084567056,0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,7.0,0,0,0.00023216096855428018,74.05839222162875,697165.0753338875,326700.0,0.0,0.0,0.0030303030211202,1,perturbation,251.0
Alginate [0.25 wt%] Cellulose Nanofibrillated [2 wt%] ,14.28048864450086,26.35033964368474,1.0264441094346048,C57BL/6 Mouse Embryonic Stem Cells (1),497.4138887838987,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural_Polymer,2.25,0,1,0.00019946238287472552,16.508490998604156,71594.53749698926,250000.0,0.0,0.0,0.001999999996,1,perturbation,234.0
PCL [99 wt%] Graphene Oxide [1 wt%] ,582.2491330737089,103.50626218948689,1.4585386575137924,,308.8152155061072,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synthetic_Polymer,100.0,1,0,0.00010924591485003827,37.78411057913278,5329662.021787564,134540.0,1.0,0.0,0.003225806441207,1,perturbation,647.0
Hyaluronic Acid [2 wt%] Methylcellulose [7 wt%] ,160.3827950895645,24.649397921266313,3.049945354973075,,324.86863999473735,0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,9.0,0,0,0.00025281190451051036,75.10592905492696,634393.230045331,326700.0,0.0,0.0,0.0030303030211202,1,perturbation,253.0
Pluronic F127 [40 wt%] ,99.68424810656197,23.829198989852124,22.230764761397253,,299.61502284468537,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thermo-responsive,40.0,0,0,0.0015673697299104343,593.5820559479952,63599.66165264444,1724800.0,0.0,0.0,0.0035714285586734,1,perturbation,565.0
